[2023-08-16 14:26:51,414] werkzeug - WARNING -  * Debugger is active!
[2023-08-16 14:26:51,414] werkzeug - INFO -  * Debugger PIN: 485-290-410
[2023-08-16 14:26:51,450] werkzeug - INFO -  * Detected change in 'd:\\study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_api.py', reloading
[2023-08-16 14:26:51,450] werkzeug - INFO -  * Detected change in 'D:\\Study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_api.py', reloading
[2023-08-16 14:26:51,458] werkzeug - INFO -  * Detected change in 'd:\\study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_arrow_patches.py', reloading
[2023-08-16 14:26:51,459] werkzeug - INFO -  * Detected change in 'D:\\Study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_arrow_patches.py', reloading
[2023-08-16 14:26:51,467] werkzeug - INFO -  * Detected change in 'd:\\study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_artist.py', reloading
[2023-08-16 14:26:51,467] werkzeug - INFO -  * Detected change in 'D:\\Study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_artist.py', reloading
[2023-08-16 14:26:51,487] werkzeug - INFO -  * Detected change in 'D:\\Study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_axes.py', reloading
[2023-08-16 14:26:51,487] werkzeug - INFO -  * Detected change in 'd:\\study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_axes.py', reloading
[2023-08-16 14:26:51,498] werkzeug - INFO -  * Detected change in 'd:\\study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_backend_bases.py', reloading
[2023-08-16 14:26:51,498] werkzeug - INFO -  * Detected change in 'D:\\Study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_backend_bases.py', reloading
[2023-08-16 14:26:51,507] werkzeug - INFO -  * Detected change in 'd:\\study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_backend_cairo.py', reloading
[2023-08-16 14:26:51,507] werkzeug - INFO -  * Detected change in 'D:\\Study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_backend_cairo.py', reloading
[2023-08-16 14:26:51,514] werkzeug - INFO -  * Detected change in 'd:\\study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_backend_gtk3.py', reloading
[2023-08-16 14:26:51,514] werkzeug - INFO -  * Detected change in 'D:\\Study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_backend_gtk3.py', reloading
[2023-08-16 14:26:51,523] werkzeug - INFO -  * Detected change in 'D:\\Study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_backend_macosx.py', reloading
[2023-08-16 14:26:51,523] werkzeug - INFO -  * Detected change in 'd:\\study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_backend_macosx.py', reloading
[2023-08-16 14:26:51,529] werkzeug - INFO -  * Detected change in 'D:\\Study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_backend_nbagg.py', reloading
[2023-08-16 14:26:51,530] werkzeug - INFO -  * Detected change in 'd:\\study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_backend_nbagg.py', reloading
[2023-08-16 14:26:51,541] werkzeug - INFO -  * Detected change in 'd:\\study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_backend_pdf.py', reloading
[2023-08-16 14:26:51,541] werkzeug - INFO -  * Detected change in 'D:\\Study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_backend_pdf.py', reloading
[2023-08-16 14:26:51,551] werkzeug - INFO -  * Detected change in 'D:\\Study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_backend_pgf.py', reloading
[2023-08-16 14:26:51,552] werkzeug - INFO -  * Detected change in 'd:\\study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_backend_pgf.py', reloading
[2023-08-16 14:26:51,561] werkzeug - INFO -  * Detected change in 'D:\\Study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_backend_ps.py', reloading
[2023-08-16 14:26:51,562] werkzeug - INFO -  * Detected change in 'd:\\study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_backend_ps.py', reloading
[2023-08-16 14:26:51,570] werkzeug - INFO -  * Detected change in 'd:\\study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_backend_qt.py', reloading
[2023-08-16 14:26:51,570] werkzeug - INFO -  * Detected change in 'D:\\Study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_backend_qt.py', reloading
[2023-08-16 14:26:51,578] werkzeug - INFO -  * Detected change in 'd:\\study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_backend_svg.py', reloading
[2023-08-16 14:26:51,578] werkzeug - INFO -  * Detected change in 'D:\\Study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_backend_svg.py', reloading
[2023-08-16 14:26:51,579] werkzeug - INFO -  * Detected change in 'd:\\study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_backend_template.py', reloading
[2023-08-16 14:26:51,579] werkzeug - INFO -  * Detected change in 'D:\\Study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_backend_template.py', reloading
[2023-08-16 14:26:51,586] werkzeug - INFO -  * Detected change in 'D:\\Study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_backend_tk.py', reloading
[2023-08-16 14:26:51,586] werkzeug - INFO -  * Detected change in 'd:\\study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_backend_tk.py', reloading
[2023-08-16 14:26:51,587] werkzeug - INFO -  * Detected change in 'D:\\Study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_backend_tools.py', reloading
[2023-08-16 14:26:51,588] werkzeug - INFO -  * Detected change in 'd:\\study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_backend_tools.py', reloading
[2023-08-16 14:26:51,593] werkzeug - INFO -  * Detected change in 'd:\\study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_backend_webagg.py', reloading
[2023-08-16 14:26:51,593] werkzeug - INFO -  * Detected change in 'D:\\Study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_backend_webagg.py', reloading
[2023-08-16 14:26:51,600] werkzeug - INFO -  * Detected change in 'D:\\Study\\ml_pipeline\\delivery_time_prediction\\env\\Lib\\site-packages\\matplotlib\\tests\\test_backends_interactive.py', reloading
